link,ts[deciseconds],state,errors,lat[deg/10000],lon[deg/10000],altitude[m],velocity[m/s],battery[decivolts],pyro1,pyro2,phase,alt_diff,vel_diff,acc_proxy,alt_rolling_mean,vel_rolling_mean,alt_rolling_std,vel_rolling_std,speed_abs,is_ascending,flight_id
1,992,3,0,393897,-82899,0,5,99,0,0,Boost,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5,1,0
2,992,3,0,393897,-82899,0,5,99,0,0,Boost,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5,1,0
1,993,3,0,393897,-82899,1,12,99,0,0,Boost,1.0,7.0,1.0,0.3333333333333333,7.333333333333333,0.5773502691896258,4.041451884327381,12,1,0
2,993,3,0,393897,-82899,1,12,99,0,0,Boost,0.0,0.0,-1.0,0.5,8.5,0.5773502691896257,4.041451884327381,12,1,0
1,994,3,0,393897,-82899,3,19,99,0,0,Boost,2.0,7.0,2.0,1.0,10.6,1.224744871391589,5.856620185738529,19,1,0
2,994,3,0,393897,-82899,3,19,99,0,0,Boost,0.0,0.0,-2.0,1.6,13.4,1.3416407864998738,5.856620185738529,19,1,0
1,995,3,0,393897,-82899,5,27,99,0,0,Boost,2.0,8.0,2.0,2.6,17.8,1.6733200530681511,6.220932405998316,27,1,0
2,995,3,0,393897,-82899,5,27,99,0,0,Boost,0.0,0.0,-2.0,3.4,20.8,1.6733200530681511,6.340346993658942,27,1,0
1,996,3,0,393897,-82899,8,34,99,0,0,Boost,3.0,7.0,3.0,4.8,25.2,2.04939015319192,6.340346993658942,34,1,0
2,996,3,0,393897,-82899,8,34,99,0,0,Boost,0.0,0.0,-3.0,5.8,28.2,2.16794833886788,6.220932405998315,34,1,0
1,998,3,0,393897,-82899,16,48,99,0,0,Boost,8.0,14.0,8.0,8.4,34.0,4.505552130427524,8.573214099741122,48,1,0
2,999,3,0,393897,-82899,22,55,99,0,0,Boost,6.0,7.0,-2.0,11.8,39.6,7.014271166700072,11.502173707608488,55,1,0
1,1000,3,0,393897,-82899,27,62,99,0,0,Boost,5.0,7.0,-1.0,16.2,46.6,8.438009243891594,12.52198067399882,62,1,0
2,1000,3,0,393897,-82899,27,62,99,0,0,Boost,0.0,0.0,-5.0,20.0,52.2,8.093207028119322,11.713240371477054,62,1,0
1,1001,3,0,393897,-82899,34,69,99,0,0,Boost,7.0,7.0,7.0,25.2,59.2,6.685805860178711,7.98122797569396,69,1,0
2,1001,3,0,393897,-82899,34,69,99,0,0,Boost,0.0,0.0,-7.0,28.8,63.4,5.167204273105524,5.85662018573852,69,1,0
1,1002,3,0,393897,-82899,41,76,99,0,0,Boost,7.0,7.0,7.0,32.6,67.6,5.856620185738527,5.856620185738521,76,1,0
2,1002,3,0,393897,-82899,41,76,99,0,0,Boost,0.0,0.0,-7.0,35.4,70.4,5.856620185738527,5.856620185738521,76,1,0
1,1003,3,0,393897,-82899,49,83,99,0,0,Boost,8.0,7.0,8.0,39.8,74.6,6.220932405998316,5.856620185738521,83,1,0
2,1003,3,0,393897,-82899,49,83,99,0,0,Boost,0.0,0.0,-8.0,42.8,77.4,6.340346993658944,5.856620185738521,83,1,0
1,1005,3,0,393897,-82899,67,97,99,0,0,Boost,18.0,14.0,18.0,49.4,83.0,10.620734437881405,8.573214099741117,97,1,0
2,1005,3,0,393897,-82899,67,97,99,0,0,Boost,0.0,0.0,-18.0,54.6,87.2,11.781341180018513,9.39148550549911,97,1,0
1,1006,3,0,393897,-82898,77,104,99,0,0,Boost,10.0,7.0,10.0,61.8,92.8,12.377398757412642,9.39148550549911,104,1,0
2,1006,3,0,393897,-82898,77,104,99,0,0,Boost,0.0,0.0,-10.0,67.4,97.0,11.436782764396638,8.573214099741117,104,1,0
1,1010,3,0,393898,-82898,123,131,99,0,0,Boost,46.0,27.0,46.0,82.2,106.6,23.34951819631403,14.081903280451828,131,1,0
2,1014,3,0,393898,-82898,177,156,99,0,0,Boost,54.0,25.0,8.0,104.2,118.4,46.14325519509866,24.724481794367296,156,1,0
2,1019,3,0,393898,-82898,252,184,99,0,0,Boost,75.0,28.0,21.0,141.2,135.8,74.38548245457577,34.557198960563916,184,1,0
2,1025,3,0,393898,-82899,346,211,99,0,0,Boost,94.0,27.0,19.0,195.0,157.2,106.6325466262529,42.22203216331492,211,1,0
1,1030,3,0,393899,-82899,426,229,99,0,0,Boost,80.0,18.0,-14.0,264.8,182.2,123.04348824704215,39.7831622674719,229,1,0
2,1030,3,0,393899,-82899,426,229,99,0,0,Boost,0.0,0.0,-80.0,325.4,201.8,109.63028778581219,31.538864912992675,229,1,0
1,1033,3,0,393899,-82899,474,228,99,0,0,Boost,48.0,-1.0,48.0,384.8,216.2,87.31093860450706,19.56271964732921,228,1,0
2,1033,3,0,393899,-82899,474,228,99,0,0,Boost,0.0,0.0,-48.0,429.2,225.0,52.337367148147614,7.842193570679086,228,1,0
1,1034,4,0,393899,-82899,490,224,99,0,0,Coast,16.0,-4.0,16.0,458.0,227.6,29.933259094191556,2.0736441353328665,224,1,0
2,1034,4,0,393899,-82899,490,224,99,0,0,Coast,0.0,0.0,-16.0,470.8,226.6,26.290682760247996,2.4083189157585387,224,1,0
1,1035,4,0,393899,-82899,507,220,99,0,0,Coast,17.0,-4.0,17.0,487.0,224.8,13.747727084867561,3.3466401061363613,220,1,0
2,1035,4,0,393899,-82899,507,220,99,0,0,Coast,0.0,0.0,-17.0,493.6,223.2,13.867227552759097,3.3466401061363613,220,1,0
1,1036,4,0,393899,-82899,523,217,99,0,0,Coast,16.0,-3.0,16.0,503.4,221.0,13.867227552759097,3.0000000000000635,217,1,0
1,1037,4,0,393899,-82899,540,213,99,0,0,Coast,17.0,-4.0,1.0,513.4,218.8,18.902380802428073,4.086563348340559,213,1,0
2,1037,4,0,393899,-82899,540,213,99,0,0,Coast,0.0,0.0,-17.0,523.4,216.6,16.501515081955404,3.5071355833500952,213,1,0
2,1038,4,0,393899,-82899,557,210,99,0,0,Coast,17.0,-3.0,17.0,533.4,214.6,19.03417978269623,3.9115214431216403,210,1,0
1,1041,4,0,393899,-82899,611,202,99,0,0,Coast,54.0,-8.0,37.0,554.2,211.0,33.95143590483326,5.612486080160947,202,1,0
2,1041,4,0,393899,-82899,611,202,99,0,0,Coast,0.0,0.0,-54.0,571.8,208.0,36.45133742402329,5.612486080160947,202,1,0
1,1042,4,0,393899,-82899,630,200,99,0,0,Coast,19.0,-2.0,19.0,589.8,205.4,38.957669334804955,5.7271284253105765,200,1,0
1,1043,4,0,393899,-82899,650,198,99,0,0,Coast,20.0,-2.0,1.0,611.8,202.4,34.6222471829892,4.560701700396598,198,1,0
2,1043,4,0,393899,-82899,650,198,99,0,0,Coast,0.0,0.0,-20.0,630.4,200.0,19.50128200913992,2.0000000000001092,198,1,0
1,1044,4,0,393899,-82899,670,197,99,0,0,Coast,20.0,-1.0,20.0,642.2,199.0,22.454398232863067,2.0000000000001092,197,1,0
2,1044,4,0,393899,-82899,670,197,99,0,0,Coast,0.0,0.0,-20.0,654.0,198.0,16.733200530681618,1.2247448713917675,197,1,0
1,1045,4,0,393899,-82899,690,195,99,0,0,Coast,20.0,-2.0,20.0,666.0,197.0,16.733200530681618,1.2247448713917675,195,1,0
2,1045,4,0,393899,-82899,690,195,99,0,0,Coast,0.0,0.0,-20.0,674.0,196.4,16.733200530681618,1.3416407865000377,195,1,0
1,1046,4,0,393899,-82899,710,194,99,0,0,Coast,20.0,-1.0,20.0,686.0,195.6,16.733200530681618,1.3416407865000377,194,1,0
1,1048,4,0,393899,-82899,752,192,99,0,0,Coast,42.0,-2.0,22.0,702.4,194.6,31.125552203936945,1.816590212458614,192,1,0
2,1048,4,0,393899,-82899,752,192,99,0,0,Coast,0.0,0.0,-42.0,718.8,193.6,31.387895756166976,1.5165750888104503,192,1,0
1,1049,4,0,393899,-82900,774,192,99,0,0,Coast,22.0,0.0,22.0,735.6,193.0,34.44996371551072,1.4142135623732446,192,1,0
1,1050,4,0,393899,-82900,796,191,99,0,0,Coast,22.0,-1.0,0.0,756.8,192.2,31.893573020281142,1.0954451150105233,191,1,0
2,1050,4,0,393899,-82900,796,191,99,0,0,Coast,0.0,0.0,-22.0,774.0,191.6,22.000000000000135,0.5477225575055413,191,1,0
1,1051,4,0,393899,-82900,818,191,99,0,0,Coast,22.0,0.0,22.0,787.2,191.4,25.083859352181147,0.5477225575055413,191,1,0
2,1051,4,0,393899,-82900,818,191,99,0,0,Coast,0.0,0.0,-22.0,800.4,191.2,18.406520583749803,0.4472135955004179,191,1,0
1,1052,4,0,393899,-82900,841,191,99,0,0,Coast,23.0,0.0,23.0,813.8,191.0,18.766992300312953,0.0,191,1,0
2,1052,4,0,393899,-82900,841,191,99,0,0,Coast,0.0,0.0,-23.0,822.8,191.0,18.88650311730592,0.0,191,1,0
1,1053,4,0,393899,-82900,863,190,99,0,0,Coast,22.0,-1.0,22.0,836.2,190.8,18.88650311730592,0.4472135955004179,190,1,0
2,1053,4,0,393899,-82900,863,190,99,0,0,Coast,0.0,0.0,-22.0,845.2,190.6,18.766992300312953,0.5477225575055413,190,1,0
1,1056,4,0,393899,-82900,933,190,99,0,0,Coast,70.0,0.0,70.0,868.2,190.4,37.85762802923612,0.5477225575055413,190,1,0
1,1058,4,0,393899,-82900,980,191,99,0,0,Coast,47.0,1.0,-23.0,896.0,190.4,58.369512590049986,0.5477225575055413,191,1,0
2,1058,4,0,393899,-82900,980,191,99,0,0,Coast,0.0,0.0,-47.0,923.8,190.4,58.72563324477655,0.5477225575055413,191,1,0
1,1059,4,0,393899,-82900,1003,191,99,0,0,Coast,23.0,0.0,23.0,951.8,190.6,55.791576425120006,0.5477225575055413,191,1,0
2,1059,4,0,393899,-82900,1003,191,99,0,0,Coast,0.0,0.0,-23.0,979.8,190.8,28.577963538363043,0.4472135955004179,191,1,0
1,1060,4,0,393899,-82903,1027,191,99,0,0,Coast,24.0,0.0,24.0,998.6,191.0,19.603571103245653,0.0,191,1,0
2,1060,4,0,393899,-82903,1027,191,99,0,0,Coast,0.0,0.0,-24.0,1008.0,191.0,19.72308292331622,0.0,191,1,0
1,1061,4,0,393899,-82903,1051,191,99,0,0,Coast,24.0,0.0,24.0,1022.2,191.0,20.079840636818,0.0,191,1,0
2,1061,4,0,393899,-82903,1051,191,99,0,0,Coast,0.0,0.0,-24.0,1031.8,191.0,20.079840636818,0.0,191,1,0
1,1063,4,0,393899,-82903,1099,192,99,0,0,Coast,48.0,1.0,48.0,1051.0,191.2,29.39387691339827,0.4472135955004179,192,1,0
1,1064,4,0,393899,-82903,1123,192,99,0,0,Coast,24.0,0.0,-24.0,1070.2,191.4,39.43602414037205,0.5477225575055413,192,1,0
2,1064,4,0,393899,-82903,1123,192,99,0,0,Coast,0.0,0.0,-24.0,1089.4,191.6,36.39780213144752,0.5477225575055413,192,1,0
1,1065,4,0,393899,-82903,1147,193,99,0,0,Coast,24.0,1.0,24.0,1108.6,192.0,36.39780213144752,0.7071067811868389,193,1,0
1,1066,4,0,393899,-82904,1172,193,99,0,0,Coast,25.0,0.0,1.0,1132.8,192.4,27.71642112539077,0.5477225575055413,193,1,0
2,1066,4,0,393899,-82904,1172,193,99,0,0,Coast,0.0,0.0,-25.0,1147.4,192.6,24.501020386914654,0.5477225575055413,193,1,0
1,1067,4,0,393899,-82904,1196,193,99,0,0,Coast,24.0,0.0,24.0,1162.0,192.8,27.847800631288763,0.4472135955004179,193,1,0
2,1067,4,0,393899,-82904,1196,193,99,0,0,Coast,0.0,0.0,-24.0,1176.6,193.0,20.440156555173626,0.0,193,1,0
1,1068,4,0,393899,-82904,1220,194,99,0,0,Apogee,24.0,1.0,24.0,1191.2,193.2,20.079840636818005,0.4472135955004179,194,1,0
2,1068,4,0,393899,-82904,1220,194,99,0,0,Apogee,0.0,0.0,-24.0,1200.8,193.4,20.079840636818005,0.5477225575055413,194,1,0
1,1071,4,0,393899,-82904,1292,195,99,0,0,Apogee,72.0,1.0,72.0,1224.8,193.8,39.436024140372076,0.8366600265343183,195,1,0
2,1071,4,0,393899,-82904,1292,195,99,0,0,Apogee,0.0,0.0,-72.0,1244.0,194.2,44.899888641287404,0.8366600265343183,195,1,0
1,1072,4,0,393899,-82904,1316,195,99,0,0,Apogee,24.0,0.0,24.0,1268.0,194.6,44.899888641287404,0.5477225575055413,195,1,0
2,1072,4,0,393899,-82904,1316,195,99,0,0,Apogee,0.0,0.0,-24.0,1287.2,194.8,39.436024140372076,0.4472135955004179,195,1,0
1,1073,4,0,393899,-82904,1340,195,99,0,0,Apogee,24.0,0.0,24.0,1311.2,195.0,20.079840636818005,0.0,195,1,0
2,1073,4,0,393899,-82904,1340,195,99,0,0,Apogee,0.0,0.0,-24.0,1320.8,195.0,20.079840636818005,0.0,195,1,0
1,1074,4,0,393899,-82904,1364,195,99,0,0,Apogee,24.0,0.0,24.0,1335.2,195.0,20.079840636818005,0.0,195,1,0
2,1074,4,0,393899,-82904,1364,195,99,0,0,Apogee,0.0,0.0,-24.0,1344.8,195.0,20.079840636818005,0.0,195,1,0
1,1075,4,0,393899,-82904,1387,195,99,0,0,Apogee,23.0,0.0,23.0,1359.0,195.0,19.723082923316227,0.0,195,1,0
2,1075,4,0,393899,-82904,1387,195,99,0,0,Apogee,0.0,0.0,-23.0,1368.4,195.0,19.603571103245645,0.0,195,1,0
1,1078,4,0,393898,-82907,1458,195,100,0,0,Apogee,71.0,0.0,71.0,1392.0,195.0,38.645827717879286,0.0,195,1,0
2,1078,4,0,393898,-82907,1458,195,100,0,0,Apogee,0.0,0.0,-71.0,1410.8,195.0,44.098752816831535,0.0,195,1,0
2,1079,4,0,393898,-82907,1481,195,99,0,0,Apogee,23.0,0.0,23.0,1434.2,195.0,44.098752816831535,0.0,195,1,0
1,1080,4,0,393898,-82907,1504,195,99,0,0,Apogee,23.0,0.0,0.0,1457.6,195.0,43.83263624287282,0.0,195,1,0
2,1080,4,0,393898,-82907,1504,195,99,0,0,Apogee,0.0,0.0,-23.0,1481.0,195.0,23.000000000000224,0.0,195,1,0
1,1081,4,0,393898,-82907,1527,195,99,0,0,Apogee,23.0,0.0,23.0,1494.8,195.0,26.224034777280377,0.0,195,1,0
2,1081,4,0,393898,-82907,1527,195,99,0,0,Apogee,0.0,0.0,-23.0,1508.6,195.0,19.243180610284043,0.0,195,1,0
1,1082,4,0,393898,-82907,1550,195,99,0,0,Apogee,23.0,0.0,23.0,1522.4,195.0,19.243180610284043,0.0,195,1,0
2,1082,4,0,393898,-82907,1550,195,99,0,0,Apogee,0.0,0.0,-23.0,1531.6,195.0,19.243180610284043,0.0,195,1,0
1,1083,4,0,393898,-82907,1573,195,100,0,0,Apogee,23.0,0.0,23.0,1545.4,195.0,19.243180610284043,0.0,195,1,0
1,1086,4,0,393898,-82907,1641,194,99,0,0,Apogee,68.0,-1.0,45.0,1568.2,194.8,43.825791493138034,0.4472135955004179,194,1,0
2,1086,4,0,393898,-82907,1641,194,99,0,0,Apogee,0.0,0.0,-68.0,1591.0,194.6,46.599356218729135,0.5477225575055413,194,1,0
1,1087,4,0,393898,-82907,1663,194,99,0,0,Apogee,22.0,0.0,22.0,1613.6,194.4,49.079527300087264,0.5477225575055413,194,1,0
2,1087,4,0,393898,-82907,1663,194,99,0,0,Apogee,0.0,0.0,-22.0,1636.2,194.2,37.002702603999246,0.4472135955004179,194,1,0
1,1088,4,0,393897,-82909,1685,194,99,0,0,Apogee,22.0,0.0,22.0,1658.6,194.0,18.406520583749998,0.0,194,1,0
2,1088,4,0,393897,-82909,1685,194,99,0,0,Apogee,0.0,0.0,-22.0,1667.4,194.0,18.406520583749998,0.0,194,1,0
1,1089,4,0,393897,-82909,1707,193,99,0,0,Apogee,22.0,-1.0,22.0,1680.6,193.8,18.406520583749998,0.4472135955004179,193,1,0
1,1090,4,0,393897,-82909,1729,193,99,0,0,Apogee,22.0,0.0,0.0,1693.8,193.6,25.083859352181303,0.5477225575055413,193,1,0
2,1090,4,0,393897,-82909,1729,193,99,0,0,Apogee,0.0,0.0,-22.0,1707.0,193.4,22.000000000000313,0.5477225575055413,193,1,0
1,1091,4,0,393897,-82909,1750,192,99,0,0,Apogee,21.0,-1.0,21.0,1720.0,193.0,24.779023386728014,0.7071067811868389,192,1,0
2,1091,4,0,393897,-82909,1750,192,99,0,0,Apogee,0.0,0.0,-21.0,1733.0,192.6,17.93042107704149,0.5477225575055413,192,1,0
1,1093,4,0,393897,-82909,1793,191,99,0,0,Apogee,43.0,-1.0,43.0,1750.2,192.2,26.128528469854807,0.8366600265343183,191,1,0
2,1093,4,0,393897,-82909,1793,191,99,0,0,Apogee,0.0,0.0,-43.0,1763.0,191.8,28.69668970456371,0.8366600265343183,191,1,0
1,1094,4,0,393897,-82909,1814,191,99,0,0,Apogee,21.0,0.0,21.0,1780.0,191.4,28.69668970456371,0.5477225575055413,191,1,0
2,1094,4,0,393897,-82909,1814,191,99,0,0,Apogee,0.0,0.0,-21.0,1792.8,191.2,26.128528469854807,0.4472135955004179,191,1,0
1,1095,4,0,393897,-82909,1835,190,100,0,0,Apogee,21.0,-1.0,21.0,1809.8,190.8,17.56986055721599,0.4472135955004179,190,1,0
2,1095,4,0,393897,-82909,1835,190,100,0,0,Apogee,0.0,0.0,-21.0,1818.2,190.6,17.56986055721599,0.5477225575055413,190,1,0
2,1096,4,0,393897,-82909,1856,190,99,0,0,Apogee,21.0,0.0,21.0,1830.8,190.4,17.56986055721599,0.5477225575055413,190,1,0
1,1097,4,0,393897,-82909,1877,189,99,0,0,Apogee,21.0,-1.0,0.0,1843.4,190.0,23.943683927082176,0.7071067811868389,189,1,0
2,1097,4,0,393897,-82909,1877,189,99,0,0,Apogee,0.0,0.0,-21.0,1856.0,189.6,21.0000000000003,0.5477225575055413,189,1,0
1,1100,4,0,393896,-82912,1938,187,99,0,0,Apogee,61.0,-2.0,61.0,1876.6,189.0,38.48766036017277,1.2247448713917566,187,1,0
2,1100,4,0,393896,-82912,1938,187,99,0,0,Apogee,0.0,0.0,-61.0,1897.2,188.4,38.219105170058796,1.3416407865000277,187,1,0
1,1101,4,0,393896,-82912,1958,186,99,0,0,Apogee,20.0,-1.0,20.0,1917.6,187.6,37.95128456323996,1.3416407865000277,186,1,0
2,1101,4,0,393896,-82912,1958,186,99,0,0,Apogee,0.0,0.0,-20.0,1933.8,187.0,33.2896380274706,1.2247448713917566,186,1,0
1,1102,4,0,393896,-82912,1977,185,99,0,0,Apogee,19.0,-1.0,19.0,1953.8,186.2,16.37681287674797,0.8366600265343183,185,1,0
2,1102,4,0,393896,-82912,1977,185,99,0,0,Apogee,0.0,0.0,-19.0,1961.6,185.8,16.257306049897036,0.8366600265343183,185,1,0
1,1103,4,0,393896,-82912,1997,184,99,0,0,Apogee,20.0,-1.0,20.0,1973.4,185.2,16.257306049897036,0.8366600265343183,184,1,0
2,1103,4,0,393896,-82912,1997,184,99,0,0,Apogee,0.0,0.0,-20.0,1981.2,184.8,16.37681287674797,0.8366600265343183,184,1,0
1,1104,4,0,393896,-82912,2016,184,99,0,0,Apogee,19.0,0.0,19.0,1992.8,184.4,16.37681287674797,0.5477225575055413,184,1,0
2,1104,4,0,393896,-82912,2016,184,99,0,0,Apogee,0.0,0.0,-19.0,2000.6,184.2,16.257306049897036,0.4472135955004179,184,1,0
1,1107,4,0,393895,-82913,2074,181,99,0,0,Apogee,58.0,-3.0,58.0,2020.0,183.4,31.646484796893624,1.3416407865000277,181,1,0
2,1107,4,0,393895,-82913,2074,181,99,0,0,Apogee,0.0,0.0,-58.0,2035.4,182.8,36.08046562892472,1.6431676725156261,181,1,0
1,1108,4,0,393895,-82914,2093,180,99,0,0,Apogee,19.0,-1.0,19.0,2054.6,182.0,36.08046562892472,1.8708286933870841,180,1,0
1,1109,4,0,393895,-82914,2111,179,99,0,0,Apogee,18.0,-1.0,-1.0,2073.6,181.0,35.68332944107123,1.8708286933870841,179,1,0
1,1110,4,0,393895,-82914,2130,178,99,0,0,Apogee,19.0,-1.0,1.0,2096.4,179.8,24.27550205454094,1.303840481040695,178,1,0
2,1110,4,0,393895,-82914,2130,178,99,0,0,Apogee,0.0,0.0,-19.0,2107.6,179.2,24.27550205454094,1.303840481040695,178,1,0
1,1112,4,0,393895,-82914,2166,176,99,0,0,Apogee,36.0,-2.0,36.0,2126.0,178.2,27.138533490224233,1.483239697419273,176,1,0
2,1112,4,0,393895,-82914,2166,176,99,0,0,Apogee,0.0,0.0,-36.0,2140.6,177.4,24.449948875202644,1.3416407865000277,176,1,0
2,1113,4,0,393895,-82914,2184,175,99,0,0,Apogee,18.0,-1.0,18.0,2155.2,176.6,24.149534156998257,1.3416407865000277,175,1,0
1,1115,4,0,393895,-82914,2219,173,99,0,0,Apogee,35.0,-2.0,17.0,2173.0,175.6,32.341923257592875,1.8165902124586066,173,1,0
2,1117,4,0,393895,-82914,2254,170,99,0,0,Apogee,35.0,-3.0,0.0,2197.8,174.0,38.147083767963494,2.5495097567964713,170,1,0
1,1118,4,0,393894,-82916,2271,169,99,0,0,Apogee,17.0,-1.0,-18.0,2218.8,172.6,44.617261233742475,3.049590136395446,169,1,0
2,1118,4,0,393894,-82916,2271,169,99,0,0,Apogee,0.0,0.0,-17.0,2239.8,171.2,37.7319493267975,2.6832815729998187,169,1,0
1,1119,4,0,393894,-82916,2288,168,99,0,0,Apogee,17.0,-1.0,17.0,2260.6,169.8,26.178235234637413,1.9235384061672318,168,1,0
2,1119,4,0,393894,-82916,2288,168,99,0,0,Apogee,0.0,0.0,-17.0,2274.4,168.8,14.223220451079722,0.8366600265343076,168,1,0
1,1120,4,0,393894,-82916,2305,167,99,0,0,Apogee,17.0,-1.0,17.0,2284.6,168.2,14.223220451079722,0.8366600265343076,167,1,0
2,1120,4,0,393894,-82916,2305,167,99,0,0,Apogee,0.0,0.0,-17.0,2291.4,167.8,14.223220451079722,0.8366600265343076,167,1,0
1,1122,4,0,393894,-82916,2338,165,99,0,0,Apogee,33.0,-2.0,33.0,2304.8,167.0,20.413231003445045,1.2247448713917493,165,1,0
1,1123,4,0,393894,-82916,2355,163,99,0,0,Apogee,17.0,-2.0,-16.0,2318.2,166.0,27.417147918775417,2.000000000000098,163,1,0
2,1123,4,0,393894,-82916,2355,163,99,0,0,Apogee,0.0,0.0,-17.0,2331.6,165.0,25.254702532400053,2.000000000000098,163,1,0
1,1126,4,0,393894,-82916,2403,160,99,0,0,Apogee,48.0,-3.0,48.0,2351.2,163.6,35.42880184256895,2.6076809620811336,160,1,0
2,1126,4,0,393894,-82916,2403,160,99,0,0,Apogee,0.0,0.0,-48.0,2370.8,162.2,30.202648890453602,2.1679483388679657,160,1,0
1,1127,4,0,393894,-82916,2418,158,99,0,0,Apogee,15.0,-2.0,15.0,2386.8,160.8,29.668164756182925,2.1679483388679657,158,1,0
2,1127,4,0,393894,-82916,2418,158,99,0,0,Apogee,0.0,0.0,-15.0,2399.4,159.8,25.928748523598514,2.049390153192014,158,1,0
1,1128,4,0,393893,-82917,2434,157,99,0,0,Apogee,16.0,-1.0,16.0,2415.2,158.6,12.911235417263988,1.341640786500021,157,1,0
2,1128,4,0,393893,-82917,2434,157,99,0,0,Apogee,0.0,0.0,-16.0,2421.4,158.0,13.030732903410012,1.2247448713917493,157,1,0
1,1129,4,0,393893,-82917,2449,156,99,0,0,Apogee,15.0,-1.0,15.0,2430.6,157.2,13.030732903410012,0.8366600265343076,156,1,0
1,1130,4,0,393893,-82917,2465,155,99,0,0,Apogee,16.0,-1.0,1.0,2440.0,156.6,17.76231966833197,1.1401754250993057,155,1,0
2,1130,4,0,393893,-82917,2465,155,99,0,0,Apogee,0.0,0.0,-16.0,2449.4,156.0,15.50161281931697,1.00000000000019,155,1,0
1,1131,4,0,393893,-82917,2480,153,99,0,0,Apogee,15.0,-2.0,15.0,2458.6,155.2,17.58692696294644,1.483239697419258,153,1,0
2,1131,4,0,393893,-82917,2480,153,99,0,0,Apogee,0.0,0.0,-15.0,2467.8,154.4,12.911235417264004,1.341640786500011,153,1,0
1,1135,4,0,393893,-82917,2539,148,99,0,0,Apogee,59.0,-5.0,59.0,2485.8,152.8,30.67083305031033,2.8635642126553384,148,1,0
2,1135,4,0,393893,-82917,2539,148,99,0,0,Apogee,0.0,0.0,-59.0,2500.6,151.4,35.58510924530103,3.209361307176305,148,1,0
1,1136,4,0,393893,-82917,2553,147,99,0,0,Apogee,14.0,-1.0,14.0,2518.2,149.8,35.336949500487606,2.9495762407505963,147,1,0
1,1138,4,0,393893,-82917,2582,145,99,0,0,Apogee,29.0,-2.0,15.0,2538.6,148.2,37.16584453500303,2.9495762407505963,145,1,0
1,1139,4,0,393893,-82917,2596,143,99,0,0,Apogee,14.0,-2.0,-15.0,2561.8,146.2,25.955731544304705,2.16794833886797,143,1,0
2,1139,4,0,393893,-82917,2596,143,99,0,0,Apogee,0.0,0.0,-14.0,2573.2,145.2,25.955731544304705,2.2803508501983583,143,1,0
1,1140,4,0,393893,-82917,2609,142,99,0,0,Apogee,13.0,-1.0,13.0,2587.2,144.0,21.3705404704705,2.0000000000000915,142,1,0
2,1140,4,0,393893,-82917,2609,142,99,0,0,Apogee,0.0,0.0,-13.0,2598.4,143.0,11.238327277669894,1.2247448713917384,142,1,0
1,1141,4,0,393893,-82917,2623,141,99,0,0,Apogee,14.0,-1.0,14.0,2606.6,142.2,11.238327277669894,0.8366600265342917,141,1,0
2,1141,4,0,393893,-82917,2623,141,99,0,0,Apogee,0.0,0.0,-14.0,2612.0,141.8,11.357816691601405,0.8366600265342917,141,1,0
1,1142,4,0,393893,-82917,2637,139,99,0,0,Apogee,14.0,-2.0,14.0,2620.2,141.0,11.71324037147793,1.2247448713917384,139,1,0
1,1144,4,0,393893,-82917,2663,137,99,0,0,Apogee,26.0,-2.0,12.0,2631.0,140.0,20.445048300261387,2.0000000000000915,137,1,0
2,1144,4,0,393893,-82917,2663,137,99,0,0,Apogee,0.0,0.0,-26.0,2641.8,139.0,20.179197209007594,2.0000000000000915,137,1,0
1,1145,4,0,393893,-82917,2677,136,100,0,0,Apogee,14.0,-1.0,14.0,2652.6,138.0,21.97271034715607,2.0000000000000915,136,1,0
2,1145,4,0,393893,-82917,2677,136,100,0,0,Apogee,0.0,0.0,-14.0,2663.4,137.0,16.334013591276946,1.2247448713917384,136,1,0
2,1146,4,0,393893,-82917,2690,134,99,0,0,Apogee,13.0,-2.0,13.0,2674.0,136.0,11.357816691601393,1.2247448713917384,134,1,0
1,1148,4,0,393892,-82919,2715,132,99,0,0,Apogee,25.0,-2.0,12.0,2684.4,135.0,19.590814173995383,2.0000000000000915,132,1,0
1,1149,4,0,393892,-82919,2728,131,99,0,0,Apogee,13.0,-1.0,-12.0,2697.4,133.8,23.093289068472185,2.2803508501983583,131,1,0
1,1150,4,0,393892,-82919,2741,129,99,0,0,Apogee,13.0,-2.0,0.0,2710.2,132.4,26.451843035978005,2.701851217221331,129,1,0
2,1150,4,0,393892,-82919,2741,129,99,0,0,Apogee,0.0,0.0,-13.0,2723.0,131.0,21.365860619221962,2.121320343559736,129,1,0
1,1152,4,0,393892,-82919,2765,127,99,0,0,Apogee,24.0,-2.0,24.0,2738.0,129.6,18.547236990991944,1.9493588689618933,127,1,0
2,1152,4,0,393892,-82919,2765,127,99,0,0,Apogee,0.0,0.0,-24.0,2748.0,128.6,16.40121946685733,1.673320053068266,127,1,0
1,1155,4,0,393892,-82919,2802,123,99,0,0,Apogee,37.0,-4.0,37.0,2762.8,127.0,24.98399487672093,2.4494897427832556,123,1,0
2,1155,4,0,393892,-82919,2802,123,99,0,0,Apogee,0.0,0.0,-37.0,2775.0,125.8,26.52357441975,2.683281572999818,123,1,0
